Jurkat_T_cell	Memory_T_cell	Naive_T_cell	Th17_T_cell
chr9_112231873_112232373	0	1	0	0
chr9_112262059_112262559	0	0	0	0
chr9_112544765_112545265	0	0	0	0
chr9_112642643_112643143	1	0	0	0
chr9_112665772_112666272	0	0	0	0
chr9_112734446_112734946	0	0	0	0
chr9_112767701_112768201	1	0	0	0
chr9_112810643_112811143	1	0	1	0
chr9_112888223_112888723	0	0	0	0
chr9_112906123_112906623	1	0	0	0
chr9_112910516_112911016	0	0	0	0
chr9_112919156_112919656	1	0	0	0
chr9_112935123_112935623	1	0	0	0
chr9_112951228_112951728	0	0	0	0
chr9_113018807_113019307	0	1	1	0
chr9_113093292_113093792	0	0	0	0
chr9_113145729_113146229	0	0	0	0
chr9_113189728_113190228	0	0	0	0
chr9_113592760_113593260	0	0	0	0
chr9_113869379_113869879	0	0	0	0
chr9_113883824_113884324	0	0	0	0
chr9_114246102_114246602	0	0	0	0
chr9_114287863_114288363	0	0	0	0
chr9_114359991_114360491	0	0	0	0
chr9_114384129_114384629	0	0	0	0
chr9_114393265_114393765	1	1	1	1
chr9_114423661_114424161	0	0	1	0
chr9_114522283_114522783	0	0	1	0
chr9_114654309_114654809	0	0	0	0
chr9_114658776_114659276	0	0	1	0
chr9_114688652_114689152	1	0	1	1
chr9_114737968_114738468	0	0	0	0
chr9_114799897_114800397	0	1	0	0
chr9_114823494_114823994	0	0	0	0
chr9_114836959_114837459	0	0	0	0
chr9_114859975_114860475	0	0	0	0
chr9_114875173_114875673	0	0	0	0
chr9_114892887_114893387	0	0	0	0
chr9_114936975_114937475	0	0	0	0
chr9_114938812_114939312	0	0	0	0
chr9_114942614_114943114	1	0	0	0
chr9_115063672_115064172	0	0	0	0
chr9_115095100_115095600	0	0	0	0
chr9_115095924_115096424	1	1	0	0
chr9_115096700_115097200	0	0	0	0
chr9_115110669_115111169	0	0	0	0
chr9_115117510_115118010	0	0	0	0
chr9_115123748_115124248	0	0	0	0
chr9_115141377_115141877	0	0	0	0
chr9_115141962_115142462	1	0	1	0
chr9_115248726_115249226	0	0	0	0
chr9_115280984_115281484	0	0	0	0
chr9_115386970_115387470	0	0	0	0
chr9_115444552_115445052	0	0	0	0
chr9_115480015_115480515	1	1	1	1
chr9_115512658_115513158	0	0	0	0
chr9_115555432_115555932	0	0	0	0
chr9_115624383_115624883	0	0	0	0
chr9_115683674_115684174	0	0	0	0
chr9_115818906_115819406	0	0	0	1
chr9_115912955_115913455	1	0	1	1
chr9_115918083_115918583	0	0	0	0
chr9_115929870_115930370	0	0	0	0
chr9_115930383_115930883	0	0	0	0
chr9_115950313_115950813	0	0	0	0
chr9_115983458_115983958	1	1	1	1
chr9_115990400_115990900	0	0	0	0
chr9_116037668_116038168	1	1	1	1
chr9_116083548_116084048	0	0	0	0
chr9_116102387_116102887	0	0	0	0
chr9_116111744_116112244	0	0	0	0
chr9_116139050_116139550	0	0	0	0
chr9_116163424_116163924	1	1	1	1
chr9_116169104_116169604	0	0	0	0
chr9_116172569_116173069	1	1	1	0
chr9_116282499_116282999	0	0	0	0
chr9_116285653_116286153	0	0	0	0
chr9_116341150_116341650	0	0	0	1
chr9_116344061_116344561	1	0	1	0
chr9_116844689_116845189	0	0	0	0
chr9_116857153_116857653	0	0	0	0
chr9_116870108_116870608	0	0	0	0
chr9_116917441_116917941	0	0	0	0
chr9_117045264_117045764	0	0	0	0
chr9_117068122_117068622	0	0	0	0
chr9_117101277_117101777	0	0	0	0
chr9_117111227_117111727	0	0	0	0
chr9_117125602_117126102	0	0	1	0
chr9_117134110_117134610	0	0	0	0
chr9_117135211_117135711	1	0	1	1
chr9_117147575_117148075	1	1	1	1
chr9_117148082_117148582	1	0	0	0
chr9_117160043_117160543	1	1	1	0
chr9_117160576_117161076	1	0	1	0
chr9_117167768_117168268	0	0	0	0
chr9_117197385_117197885	0	0	0	0
chr9_117249790_117250290	0	0	0	0
chr9_117267644_117268144	0	0	1	0
chr9_117300456_117300956	0	0	0	0
chr9_117349699_117350199	1	1	1	1
chr9_117354607_117355107	1	0	0	0
chr9_117373484_117373984	0	1	0	0
chr9_117378929_117379429	0	0	0	0
chr9_117415717_117416217	0	0	1	0
chr9_117424310_117424810	0	0	0	0
chr9_117443971_117444471	0	0	0	0
chr9_117453297_117453797	0	0	1	0
chr9_117481038_117481538	0	0	0	0
chr9_117501045_117501545	0	0	0	0
chr9_117607018_117607518	0	0	0	0
chr9_117645924_117646424	0	0	0	0
chr9_117660990_117661490	1	1	1	0
chr9_117691325_117691825	0	0	0	0
chr9_117692614_117693114	0	0	1	0
chr9_117701249_117701749	0	0	0	0
chr9_117709398_117709898	0	0	0	0
chr9_117776207_117776707	0	0	0	0
chr9_117807176_117807676	0	0	0	0
chr9_117965647_117966147	0	0	0	0
chr9_118148002_118148502	0	0	0	0
chr9_118257190_118257690	0	0	0	0
chr9_118355713_118356213	0	0	0	0
chr9_118616838_118617338	0	0	0	0
chr9_119351649_119352149	0	0	0	0
chr9_119449289_119449789	0	0	1	0
chr9_119721142_119721642	1	0	0	0
chr9_120123433_120123933	0	0	0	0
chr9_120249726_120250226	1	0	0	0
chr9_120258509_120259009	0	0	0	0
chr9_120308998_120309498	0	0	0	0
chr9_120466226_120466726	0	0	1	0
chr9_120545281_120545781	0	0	1	0
chr9_120562701_120563201	0	0	0	0
chr9_120588072_120588572	0	0	1	1
chr9_120647205_120647705	0	0	0	1
chr9_121008827_121009327	0	0	0	0
chr9_121284278_121284778	0	0	0	0
chr9_121698124_121698624	0	0	0	0
chr9_121793919_121794419	0	0	0	0
chr9_121907830_121908330	0	0	0	0
chr9_122197331_122197831	0	0	0	0
chr9_122318268_122318768	0	0	0	0
chr9_122324089_122324589	0	0	0	0
chr9_122986268_122986768	0	0	0	0
chr9_123156381_123156881	1	0	0	0
chr9_123342152_123342652	1	1	1	1
chr9_123381972_123382472	0	0	0	0
chr9_123476657_123477157	1	0	1	1
chr9_123505169_123505669	0	0	0	0
chr9_123518033_123518533	0	0	0	0
chr9_123555468_123555968	1	0	0	0
chr9_123605050_123605550	1	1	1	1
chr9_123608765_123609265	0	0	0	0
chr9_123631063_123631563	1	1	1	0
chr9_123639566_123640066	0	0	0	0
chr9_123654924_123655424	1	0	0	0
chr9_123659396_123659896	1	0	0	0
chr9_123666203_123666703	0	1	0	1
chr9_123672295_123672795	0	0	1	0
chr9_123678201_123678701	0	0	1	0
chr9_123691232_123691732	0	0	0	0
chr9_123693674_123694174	0	0	1	0
chr9_123698536_123699036	1	0	0	0
chr9_123706642_123707142	0	0	0	0
chr9_123743916_123744416	0	0	0	0
chr9_123836877_123837377	1	0	1	0
chr9_123869191_123869691	0	0	0	0
chr9_123883764_123884264	1	1	1	1
chr9_123895333_123895833	0	1	1	0
chr9_123922874_123923374	0	0	0	0
chr9_123931337_123931837	1	0	0	0
chr9_123947854_123948354	0	0	0	0
chr9_123963943_123964443	1	1	1	1
chr9_123975449_123975949	0	0	0	0
chr9_124030216_124030716	0	0	0	0
chr9_124082309_124082809	0	0	0	0
chr9_124115805_124116305	0	0	0	0
chr9_124125384_124125884	0	0	0	1
chr9_124132385_124132885	1	1	1	1
chr9_124225296_124225796	0	0	0	0
chr9_124312679_124313179	0	0	0	0
chr9_124402234_124402734	0	0	0	0
chr9_124449095_124449595	0	0	0	0
chr9_124461454_124461954	0	0	0	0
chr9_124495007_124495507	0	0	0	0
chr9_124506525_124507025	0	0	0	0
chr9_124510272_124510772	0	0	0	0
chr9_124552844_124553344	0	0	0	0
chr9_124603507_124604007	0	0	0	0
chr9_124619240_124619740	0	0	0	0
chr9_124650191_124650691	0	0	0	0
chr9_124671338_124671838	1	0	0	0
chr9_124757174_124757674	0	0	0	0
chr9_124855399_124855899	0	1	1	1
chr9_124861501_124862001	0	0	0	0
chr9_124875198_124875698	0	0	0	0
chr9_124882015_124882515	0	0	0	0
chr9_124887379_124887879	0	0	0	0
chr9_124920462_124920962	0	0	0	0
chr9_124921892_124922392	1	1	1	0
chr9_125027033_125027533	0	0	1	0
chr9_125112802_125113302	0	0	0	0
chr9_125164622_125165122	0	0	0	0
chr9_125215382_125215882	0	0	0	0
chr9_125225972_125226472	0	0	0	0
chr9_125261007_125261507	0	0	0	0
chr9_125314763_125315263	0	0	0	0
chr9_125315550_125316050	0	0	0	0
chr9_125572527_125573027	0	0	0	0
chr9_125578398_125578898	0	0	1	0
chr9_125590458_125590958	1	1	1	0
chr9_125667412_125667912	1	1	1	1
chr9_125675204_125675704	1	0	1	0
chr9_125693694_125694194	1	0	1	1
chr9_125703089_125703589	1	1	1	1
chr9_125987559_125988059	0	0	1	0
chr9_126030774_126031274	1	0	1	1
chr9_126066906_126067406	1	0	1	0
chr9_126077963_126078463	0	0	0	0
chr9_126085040_126085540	1	0	1	0
chr9_126101193_126101693	0	1	0	0
chr9_126102690_126103190	0	0	0	0
chr9_126112062_126112562	0	0	0	0
chr9_126147586_126148086	0	0	0	0
chr9_126162043_126162543	0	0	0	0
chr9_126308232_126308732	1	0	0	0
chr9_126389894_126390394	1	0	0	0
chr9_126400256_126400756	1	0	0	0
chr9_126441712_126442212	1	0	0	0
chr9_126692238_126692738	0	0	0	0
chr9_126803139_126803639	0	0	0	0
chr9_126953130_126953630	0	0	0	0
chr9_126959545_126960045	0	0	0	1
chr9_126964663_126965163	0	0	0	0
chr9_126985689_126986189	0	0	0	0
chr9_127084806_127085306	1	0	0	0
chr9_127108436_127108936	0	0	0	0
chr9_127115610_127116110	0	0	0	0
chr9_127128816_127129316	0	0	0	0
chr9_127129913_127130413	0	0	0	0
chr9_127177537_127178037	1	1	1	1
chr9_127181759_127182259	0	0	0	0
chr9_127183046_127183546	0	0	0	0
chr9_127298925_127299425	0	0	0	0
chr9_127400270_127400770	0	0	0	0
chr9_127420415_127420915	0	0	0	0
chr9_127421224_127421724	0	0	0	0
chr9_127435290_127435790	0	0	0	0
chr9_127474166_127474666	0	0	1	0
chr9_127533539_127534039	1	1	1	0
chr9_127536599_127537099	0	0	0	0
chr9_127615158_127615658	0	0	0	0
chr9_127624279_127624779	1	0	1	1
chr9_127631099_127631599	1	1	1	0
chr9_127632157_127632657	0	0	0	1
chr9_127656877_127657377	0	0	0	0
chr9_127691721_127692221	0	0	0	0
chr9_127703460_127703960	0	0	1	1
chr9_127728264_127728764	0	1	0	0
chr9_127882139_127882639	0	0	0	0
chr9_127883387_127883887	1	0	0	0
chr9_127888303_127888803	1	1	1	1
chr9_127905673_127906173	1	1	1	1
chr9_127951940_127952440	1	0	1	0
chr9_127962406_127962906	0	0	1	0
chr9_127979111_127979611	0	0	0	0
chr9_128003542_128004042	1	1	1	1
chr9_128023648_128024148	0	0	1	0
chr9_128055370_128055870	0	0	0	0
chr9_128122763_128123263	0	0	0	0
chr9_128136915_128137415	0	0	0	0
chr9_128170124_128170624	1	0	0	0
chr9_128186426_128186926	0	0	0	0
chr9_128283951_128284451	0	0	1	1
chr9_128348279_128348779	1	0	0	0
chr9_128393542_128394042	0	0	0	0
chr9_128411631_128412131	0	0	0	0
chr9_128434514_128435014	0	0	0	1
chr9_128469271_128469771	1	0	1	0
chr9_128491426_128491926	0	0	0	0
chr9_128492842_128493342	0	0	0	0
chr9_128508408_128508908	1	1	1	0
chr9_128521438_128521938	0	0	0	0
chr9_128582639_128583139	0	0	0	0
chr9_128586288_128586788	0	0	1	0
chr9_128592059_128592559	0	0	1	0
chr9_128710694_128711194	0	0	0	1
chr9_128844913_128845413	0	0	0	0
chr9_128908685_128909185	1	0	0	0
chr9_128991087_128991587	0	0	0	0
chr9_129057375_129057875	0	0	0	0
chr9_129064256_129064756	0	0	0	0
chr9_129088918_129089418	0	0	0	0
chr9_129153904_129154404	0	0	0	0
chr9_129159311_129159811	1	0	1	0
chr9_129173692_129174192	1	0	1	0
chr9_129233242_129233742	1	0	0	0
chr9_129240640_129241140	0	0	0	0
chr9_129276356_129276856	0	0	0	0
chr9_129481906_129482406	1	0	1	0
chr9_129484591_129485091	0	0	0	0
chr9_129485445_129485945	0	0	0	0
chr9_129535249_129535749	0	0	0	0
chr9_129543990_129544490	0	0	0	0
chr9_129566974_129567474	1	0	1	0
chr9_129567964_129568464	0	0	0	0
chr9_129622542_129623042	0	0	1	0
chr9_129639671_129640171	0	0	0	0
chr9_129652534_129653034	0	0	0	0
chr9_129676932_129677432	1	0	1	0
chr9_129702832_129703332	0	1	0	0
chr9_129724183_129724683	0	0	0	0
chr9_129728036_129728536	0	0	0	0
chr9_129748029_129748529	1	0	1	1
chr9_129767548_129768048	1	1	1	1
chr9_129846855_129847355	0	0	0	0
chr9_129858499_129858999	0	0	0	0
chr9_129924288_129924788	0	0	0	0
chr9_129925654_129926154	0	0	0	0
chr9_129961467_129961967	0	0	0	0
chr9_129976650_129977150	0	0	0	0
chr9_129986812_129987312	1	0	0	0
chr9_130007298_130007798	1	0	1	1
chr9_130086450_130086950	0	0	0	0
chr9_130150597_130151097	1	0	1	1
chr9_130158970_130159470	1	1	1	1
chr9_130180246_130180746	0	0	0	0
chr9_130186248_130186748	1	0	1	0
chr9_130186932_130187432	0	0	1	0
chr9_130200175_130200675	1	0	0	0
chr9_130212961_130213461	0	0	1	0
chr9_130213491_130213991	1	0	1	0
chr9_130249426_130249926	0	0	0	0
chr9_130266196_130266696	0	0	0	0
chr9_130331324_130331824	0	0	0	0
chr9_130332195_130332695	0	0	0	0
chr9_130341217_130341717	0	0	0	1
chr9_130348724_130349224	0	0	0	0
chr9_130370563_130371063	0	0	0	0
chr9_130374086_130374586	0	0	0	0
chr9_130436860_130437360	0	0	0	0
chr9_130461484_130461984	0	0	1	0
chr9_130477913_130478413	1	1	1	0
chr9_130496841_130497341	0	0	0	0
chr9_130497472_130497972	1	1	1	1
chr9_130533300_130533800	1	1	1	1
chr9_130538427_130538927	1	0	1	0
chr9_130547244_130547744	0	0	1	0
chr9_130548009_130548509	0	0	0	0
chr9_130564977_130565477	0	0	1	0
chr9_130586770_130587270	0	0	0	0
chr9_130627803_130628303	0	0	0	0
chr9_130658618_130659118	0	0	0	0
chr9_130661713_130662213	0	0	0	0
chr9_130665693_130666193	0	0	0	0
chr9_130667973_130668473	0	0	0	0
chr9_130668744_130669244	0	0	1	0
chr9_130679203_130679703	0	0	1	0
chr9_130689615_130690115	0	0	0	0
chr9_130699905_130700405	1	0	1	0
chr9_130705923_130706423	0	0	1	0
chr9_130717589_130718089	0	0	1	1
chr9_130732553_130733053	0	0	0	0
chr9_130733157_130733657	0	0	1	0
chr9_130743216_130743716	1	1	1	0
chr9_130759132_130759632	0	0	0	0
chr9_130769889_130770389	0	1	1	0
chr9_130788482_130788982	1	0	1	1
chr9_130790688_130791188	0	0	0	0
chr9_130793132_130793632	0	0	1	0
chr9_130797353_130797853	0	0	0	0
chr9_130829481_130829981	1	1	1	1
chr9_130830044_130830544	1	1	1	1
chr9_130846111_130846611	0	0	0	0
chr9_130856559_130857059	0	0	1	0
chr9_130860419_130860919	1	0	0	1
chr9_130865701_130866201	1	0	0	0
chr9_130879815_130880315	0	0	0	0
chr9_130890126_130890626	1	0	1	0
chr9_130904363_130904863	0	0	0	0
chr9_130921966_130922466	1	1	1	0
chr9_130953614_130954114	0	0	0	0
chr9_130965239_130965739	0	0	1	0
chr9_130980855_130981355	1	0	1	1
chr9_131005961_131006461	0	0	0	0
chr9_131012611_131013111	1	0	1	0
chr9_131038067_131038567	1	1	1	1
chr9_131057557_131058057	0	0	0	0
chr9_131084682_131085182	1	0	1	0
chr9_131102589_131103089	0	0	1	0
chr9_131103608_131104108	1	0	0	0
chr9_131124236_131124736	0	1	1	0
chr9_131133492_131133992	1	1	1	1
chr9_131144143_131144643	0	0	0	0
chr9_131182393_131182893	0	0	0	0
chr9_131200829_131201329	1	0	0	0
chr9_131218488_131218988	0	0	0	0
chr9_131266923_131267423	1	0	1	0
chr9_131274078_131274578	0	0	0	0
chr9_131285814_131286314	0	0	0	0
chr9_131314405_131314905	1	1	1	0
chr9_131321093_131321593	0	0	0	0
chr9_131349644_131350144	1	0	1	0
chr9_131355302_131355802	0	0	0	0
chr9_131410467_131410967	0	0	0	0
chr9_131418897_131419397	0	1	1	0
chr9_131446528_131447028	0	0	0	0
chr9_131448244_131448744	0	0	0	0
chr9_131451253_131451753	1	0	1	0
chr9_131458090_131458590	0	0	0	0
chr9_131464505_131465005	0	0	1	0
chr9_131486249_131486749	1	1	1	1
chr9_131526098_131526598	0	0	0	0
chr9_131533955_131534455	0	0	1	1
chr9_131549111_131549611	0	0	1	0
chr9_131570546_131571046	0	0	0	0
chr9_131580439_131580939	1	0	1	1
chr9_131591862_131592362	1	0	1	1
chr9_131614266_131614766	0	0	0	0
chr9_131625797_131626297	0	0	0	0
chr9_131644064_131644564	1	1	1	1
chr9_131664502_131665002	1	0	1	0
chr9_131670074_131670574	0	0	0	0
chr9_131709882_131710382	0	0	1	1
chr9_131744082_131744582	0	0	0	0
chr9_131758077_131758577	0	0	0	0
chr9_131768975_131769475	1	0	0	0
chr9_131790338_131790838	0	0	0	0
chr9_131798506_131799006	1	1	1	0
chr9_131830933_131831433	0	0	0	0
chr9_131831588_131832088	1	0	0	0
chr9_131843029_131843529	1	1	1	1
chr9_131865272_131865772	0	0	0	0
chr9_131873171_131873671	1	1	1	0
chr9_131893862_131894362	1	0	0	0
chr9_131901419_131901919	0	0	1	0
chr9_131902184_131902684	0	0	0	0
chr9_131936182_131936682	0	0	0	0
chr9_131940363_131940863	1	0	1	0
chr9_131965079_131965579	0	0	1	0
chr9_131970625_131971125	0	0	0	0
chr9_131988029_131988529	0	0	0	0
chr9_131998142_131998642	1	0	0	0
chr9_131999381_131999881	0	0	1	0
chr9_132020620_132021120	0	0	0	0
chr9_132041111_132041611	0	0	0	0
chr9_132069533_132070033	0	0	0	0
chr9_132082918_132083418	0	0	1	0
chr9_132120913_132121413	0	0	0	0
chr9_132145769_132146269	0	0	0	0
chr9_132175670_132176170	0	0	0	0
chr9_132199236_132199736	0	0	0	0
chr9_132220328_132220828	0	0	0	0
chr9_132222503_132223003	0	0	0	0
chr9_132232611_132233111	0	0	0	0
chr9_132250772_132251272	0	0	0	0
chr9_132252451_132252951	0	0	0	0
chr9_132258123_132258623	0	0	0	0
chr9_132258900_132259400	0	0	0	0
chr9_132276581_132277081	0	0	0	0
chr9_132277840_132278340	0	0	0	0
chr9_132286800_132287300	0	0	0	0
chr9_132342369_132342869	0	0	0	0
chr9_132372722_132373222	0	0	0	0
chr9_132387123_132387623	0	0	0	0
chr9_132388170_132388670	0	0	1	0
chr9_132404296_132404796	0	0	1	1
chr9_132488860_132489360	0	0	0	0
chr9_132499768_132500268	0	0	1	0
chr9_132515127_132515627	0	0	0	0
chr9_132519270_132519770	0	0	0	0
chr9_132539489_132539989	0	0	0	0
chr9_132545982_132546482	0	0	0	0
chr9_132552514_132553014	1	0	0	0
chr9_132565139_132565639	0	0	1	1
chr9_132586173_132586673	1	1	1	0
chr9_132597446_132597946	1	1	1	1
chr9_132616814_132617314	0	0	0	0
chr9_132625252_132625752	1	0	0	0
chr9_132628880_132629380	0	0	1	0
chr9_132631221_132631721	0	0	1	0
chr9_132646586_132647086	0	0	1	1
chr9_132647896_132648396	0	0	0	0
chr9_132649650_132650150	0	0	1	0
chr9_132650639_132651139	1	0	1	0
chr9_132652607_132653107	0	0	0	0
chr9_132656483_132656983	0	0	0	0
chr9_132706733_132707233	0	0	0	0
chr9_132707424_132707924	0	0	0	0
chr9_132718871_132719371	0	0	0	0
chr9_132725402_132725902	0	0	1	1
chr9_132769639_132770139	0	0	0	0
chr9_132772695_132773195	0	0	1	0
chr9_132778919_132779419	0	0	0	0
chr9_132789089_132789589	0	0	0	0
chr9_132793363_132793863	0	0	0	0
chr9_132800328_132800828	1	0	1	0
chr9_132805314_132805814	0	0	0	0
chr9_132815931_132816431	0	0	0	0
chr9_132869338_132869838	0	0	0	0
chr9_132890484_132890984	0	0	0	0
chr9_132891196_132891696	0	0	0	1
chr9_133002811_133003311	0	0	0	0
chr9_133336481_133336981	0	0	0	0
chr9_133454682_133455182	0	0	0	0
chr9_133557102_133557602	0	0	0	0
chr9_133557807_133558307	0	0	0	0
chr9_133565312_133565812	0	0	0	0
chr9_133568799_133569299	1	0	1	1
chr9_133576380_133576880	0	0	0	0
chr9_133587887_133588387	1	1	1	1
chr9_133646275_133646775	0	0	0	0
chr9_133710028_133710528	0	0	0	0
chr9_133741793_133742293	0	0	0	0
chr9_133816419_133816919	0	0	0	0
chr9_133922035_133922535	0	0	0	0
chr9_133933118_133933618	0	0	0	0
chr9_133963121_133963621	0	0	0	0
chr9_133971414_133971914	0	0	0	0
chr9_134000600_134001100	1	1	1	0
chr9_134019622_134020122	0	0	0	0
chr9_134024946_134025446	1	0	0	0
chr9_134053627_134054127	1	0	1	0
chr9_134113317_134113817	1	0	0	0
chr9_134127916_134128416	1	0	1	1
chr9_134131670_134132170	0	0	1	0
chr9_134144359_134144859	0	0	1	0
chr9_134153274_134153774	0	0	0	0
chr9_134154016_134154516	0	0	1	0
chr9_134186175_134186675	0	0	0	0
chr9_134225360_134225860	0	0	0	0
chr9_134236187_134236687	0	0	0	0
chr9_134248728_134249228	1	1	1	1
chr9_134269194_134269694	0	0	0	0
chr9_134270558_134271058	0	0	1	0
chr9_134273638_134274138	0	0	0	0
chr9_134283197_134283697	0	0	1	1
chr9_134285302_134285802	0	0	0	0
chr9_134375681_134376181	0	0	0	0
chr9_134376328_134376828	0	0	0	0
chr9_134378080_134378580	0	0	0	0
chr9_134409886_134410386	0	0	0	0
chr9_134429472_134429972	0	0	0	0
chr9_134460709_134461209	0	0	0	0
chr9_134466454_134466954	0	0	0	0
chr9_134488777_134489277	0	0	0	0
chr9_134496792_134497292	0	0	0	0
chr9_134503280_134503780	0	0	1	0
chr9_134510624_134511124	0	0	0	0
chr9_134525654_134526154	0	0	0	0
chr9_134531764_134532264	0	0	0	0
chr9_134537290_134537790	0	0	0	0
chr9_134542081_134542581	0	0	0	0
chr9_134543867_134544367	0	0	1	0
chr9_134551641_134552141	0	0	0	0
chr9_134553878_134554378	0	0	0	1
chr9_134566557_134567057	0	0	0	0
chr9_134585383_134585883	0	0	1	0
chr9_134604549_134605049	1	0	1	0
chr9_134608347_134608847	0	0	0	0
chr9_134609023_134609523	1	0	0	0
chr9_134609539_134610039	1	0	0	0
chr9_134615331_134615831	0	0	0	0
chr9_134630889_134631389	0	0	1	0
chr9_134637763_134638263	0	0	0	0
chr9_134953693_134954193	0	0	0	0
chr9_134955046_134955546	0	0	1	0
chr9_135036812_135037312	0	0	0	0
chr9_135045145_135045645	0	0	0	0
chr9_135083562_135084062	0	0	0	0
chr9_135116337_135116837	1	1	1	1
chr9_135127959_135128459	0	0	0	0
chr9_135134490_135134990	0	0	0	0
chr9_135168518_135169018	0	0	0	0
chr9_135212387_135212887	0	0	0	0
chr9_135230212_135230712	1	0	1	1
chr9_135279596_135280096	1	0	0	0
chr9_135282007_135282507	1	0	1	0
chr9_135286416_135286916	0	0	0	0
chr9_135362789_135363289	0	0	0	0
chr9_135382983_135383483	0	0	0	0
chr9_135457349_135457849	0	0	1	0
chr9_135545379_135545879	0	0	1	0
chr9_135644359_135644859	1	0	0	0
chr9_135645430_135645930	1	0	0	0
chr9_135699006_135699506	1	0	0	0
chr9_135713069_135713569	0	0	0	0
chr9_135726558_135727058	1	0	0	0
chr9_135733028_135733528	0	0	0	0
chr9_135737833_135738333	0	0	0	0
chr9_135750678_135751178	0	0	0	0
chr9_135753452_135753952	0	0	0	0
chr9_135761231_135761731	0	0	0	0
chr9_135764408_135764908	1	0	0	0
chr9_135777236_135777736	1	0	0	0
chr9_135788541_135789041	0	0	0	0
chr9_135819881_135820381	1	0	1	0
chr9_135847917_135848417	0	0	0	0
chr9_135879764_135880264	0	0	0	0
chr9_135897657_135898157	1	0	1	0
chr9_135905898_135906398	1	1	1	1
chr9_135987905_135988405	0	0	0	0
chr9_135996540_135997040	0	0	1	1
chr9_136009030_136009530	0	1	1	1
chr9_136017199_136017699	0	0	0	1
chr9_136019668_136020168	0	0	0	0
chr9_136022860_136023360	0	0	0	0
chr9_136023715_136024215	0	0	1	0
chr9_136024712_136025212	0	0	0	0
chr9_136036284_136036784	0	0	0	0
chr9_136039116_136039616	0	0	0	0
chr9_136055296_136055796	0	0	0	0
chr9_136060334_136060834	0	0	0	0
chr9_136061385_136061885	0	0	0	0
chr9_136102110_136102610	0	0	0	0
chr9_136114406_136114906	0	0	0	0
chr9_136202820_136203320	0	0	1	0
chr9_136214773_136215273	1	0	1	0
chr9_136223151_136223651	0	0	0	1
chr9_136238088_136238588	0	0	1	0
chr9_136242834_136243334	0	1	1	0
chr9_136271929_136272429	1	0	0	0
chr9_136283034_136283534	0	0	1	0
chr9_136324649_136325149	1	1	1	0
chr9_136339274_136339774	0	0	0	0
chr9_136344170_136344670	0	0	1	0
chr9_136351371_136351871	0	0	0	0
chr9_136391697_136392197	0	0	0	0
chr9_136398121_136398621	0	0	0	0
chr9_136399756_136400256	0	0	0	0
chr9_136474368_136474868	0	0	0	0
chr9_136484830_136485330	0	0	0	0
chr9_136521535_136522035	0	0	1	0
chr9_136542099_136542599	1	0	1	1
chr9_136548714_136549214	0	0	0	0
chr9_136566539_136567039	1	0	0	0
chr9_136567519_136568019	0	0	0	0
chr9_136574401_136574901	0	0	1	0
chr9_136591410_136591910	0	0	0	0
chr9_136597064_136597564	0	0	0	0
chr9_136603079_136603579	0	0	0	0
chr9_136608020_136608520	0	0	0	0
chr9_136647201_136647701	0	0	0	0
chr9_136726098_136726598	0	0	0	0
chr9_136734649_136735149	1	0	0	0
chr9_136803334_136803834	0	0	0	0
chr9_136810495_136810995	0	0	0	0
chr9_136857755_136858255	0	0	0	0
chr9_136859422_136859922	0	0	0	0
chr9_136890107_136890607	1	1	1	0
chr9_136930823_136931323	0	0	0	0
chr9_136933231_136933731	0	0	1	0
chr9_136964110_136964610	0	0	0	0
chr9_137000582_137001082	0	0	1	1
chr9_137029534_137030034	1	1	1	1
chr9_137035784_137036284	0	0	0	0
chr9_137135644_137136144	0	0	1	0
chr9_137217677_137218177	0	0	0	0
chr9_137248710_137249210	0	0	0	0
chr9_137257945_137258445	0	0	0	0
chr9_137263662_137264162	0	0	1	0
chr9_137264532_137265032	0	0	0	0
chr9_137282416_137282916	0	0	0	0
chr9_137283708_137284208	0	1	0	0
chr9_137287920_137288420	0	0	0	0
chr9_137299045_137299545	0	0	0	0
chr9_137301230_137301730	0	0	0	0
chr9_137304635_137305135	0	0	0	1
chr9_137335170_137335670	1	0	1	0
chr9_137341362_137341862	1	0	1	0
chr9_137348083_137348583	1	0	0	1
chr9_137499081_137499581	0	0	0	0
chr9_137533263_137533763	1	0	0	0
chr9_137584809_137585309	0	0	0	0
chr9_137650629_137651129	0	0	0	0
chr9_137814615_137815115	0	0	0	0
chr9_137820870_137821370	0	0	0	0
chr9_137872929_137873429	0	0	0	0
chr9_137971871_137972371	0	0	0	0
chr9_138104704_138105204	0	0	0	0
chr9_138165871_138166371	0	0	0	0
chr9_138211742_138212242	0	0	0	0
chr9_138391511_138392011	0	0	0	0
chr9_138392239_138392739	0	0	1	0
chr9_138420851_138421351	0	0	0	0
chr9_138457405_138457905	0	0	0	0
chr9_138494561_138495061	0	0	0	1
chr9_138662000_138662500	0	0	0	0
chr9_138689444_138689944	0	0	0	0
chr9_138697206_138697706	0	0	0	0
chr9_138779358_138779858	1	0	0	0
chr9_138799317_138799817	1	0	1	1
chr9_138853075_138853575	0	1	1	0
chr9_138859317_138859817	0	0	0	0
chr9_138866016_138866516	0	0	0	0
chr9_138870803_138871303	0	0	1	0
chr9_138985812_138986312	0	0	1	0
chr9_139001284_139001784	0	0	1	0
